восходить к давней традиции	auf eine lange Tradition zurückgehen	seit langer Zeit üblich sein	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
играть второстепенную роль	eine untergeordnete Rolle spielen	vergleichsweise wenig wichtig sein	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
критиковать, выступать с критикой	Kritik üben	etwas begründet beanstanden	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
последовательно осуществлять планы	Pläne konsequent durchsetzen	Vorhaben trotz Widerstand verwirklichen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
приспосабливаться к изменившимся условиям	sich an veränderte Bedingungen anpassen	flexibel auf neue Umstände reagieren	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
ориентироваться на общепринятые стандарты качества	sich an gängigen Qualitätsstandards orientieren	übliche Vorgaben als Maßstab nutzen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
сосредоточиться на следующем тендере	sich auf die nächste Ausschreibung konzentrieren	diesem Vergabeverfahren volle Aufmerksamkeit widmen	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
ограничиваться собственной сферой задач	sich auf das eigene Aufgabenfeld beschränken	nur für den persönlichen Zuständigkeitsbereich handeln	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
расторжение договора проходит не гладко	eine Kündigung geht nicht reibungslos vonstatten	bei der Abwicklung treten Probleme auf	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
надолго связать себя договором	sich langfristig an einen Vertrag binden	für lange Zeit verpflichtet sein	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
остаться связанным уже заключённым договором	auf einem abgeschlossenen Vertrag sitzen bleiben	ihn nicht mehr loswerden	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
нарушить установленную законом обязанность содействовать	eine gesetzlich vorgeschriebene Mitwirkungspflicht verletzen	eine verpflichtende Zusammenarbeit verweigern	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
для верности, на всякий случай	der Sicherheit halber	vorsorglich zur Risikovermeidung	form::redewendung func::produktion topic::politisches_und_amtliches level::c2 source::erkundungen::c2::k8 card::chunk
