встретить одобрение	auf Gegenliebe stoßen	positiv aufgenommen werden	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
вызывать полярные мнения	die Geister scheiden sich an etwas	die Meinungen darüber gehen stark auseinander	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
быть бельмом на глазу у кого-либо	jemandem ein Dorn im Auge sein	eine Person stark stören oder ärgern	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
поглощать огромные суммы денег	enorm viel Geld verschlingen	außerordentlich teuer sein	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
всё-таки решиться на что-либо	sich zu etwas durchringen	nach innerem Widerstand zustimmen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
соответствовать социальным потребностям	den sozialen Erfordernissen gerecht werden	die gesellschaftlichen Anforderungen erfüllen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
утратить часть истории и идентичности	ein Stück Geschichte und Identität verlieren	einen Teil des kulturellen Selbstverständnisses einbüßen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
взять что-либо под охрану как памятник архитектуры	etwas unter Denkmalschutz stellen	ein Bauwerk gesetzlich vor Abriss schützen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
давать два преимущества	zwei Vorteile mit sich bringen	in zweifacher Hinsicht nützlich sein	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
увеличивать объём кратковременной памяти	die Merkspanne erweitern	mehr Inhalte gleichzeitig behalten können	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
помещать информацию в оперативную память	Informationen im Arbeitsspeicher unterbringen	Daten kurzfristig mental speichern	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
взвешивать различные точки зрения	unterschiedliche Standpunkte abwägen	mehrere Positionen sorgfältig vergleichen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
побуждать кого-либо тренироваться	jemanden zum Üben anhalten	eine Person zu regelmäßigem Training auffordern	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
лишать кого-либо детства	jemandem die Kindheit nehmen	eine frühe Lebensphase durch Leistungsdruck zerstören	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
принуждать кого-либо сделать что-либо	jemanden dazu drängen, etwas zu tun	eine Person stark unter Handlungsdruck setzen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
иметь чётко различимую структуру	eine deutlich erkennbare Gliederung vorweisen	inhaltlich klar aufgebaut sein	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
придавать цитатам разный вес	Zitate unterschiedlich gewichten	nicht jede Textstelle gleich stark berücksichtigen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
стараться использовать подходящую лексику	sich um einen adäquaten Wortschatz bemühen	auf eine passende Ausdrucksweise achten	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
использовать разнообразные средства связи между предложениями	variationsreiche Satzverknüpfungen verwenden	Gedanken sprachlich abwechslungsreich verbinden	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
подробно рассматривать какой-либо вопрос	sich mit einer Frage auseinandersetzen	ein Thema kritisch bearbeiten	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
перейти к рассмотрению какого-либо вопроса	sich einer Frage zuwenden	mit dem nächsten Thema beginnen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
добавить упущенный аспект	einen Aspekt nachtragen	einen zuvor vergessenen Punkt ergänzen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
логический вывод состоит в том, что…	die logische Schlussfolgerung ist, dass ...	daraus folgt zwingend	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
невзирая на это	ungeachtet dessen	trotz des zuvor Gesagten	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
тем не менее	nichtsdestotrotz	trotzdem in formeller Sprache	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
для кого-либо решающим является что-либо	für jemanden ist etwas ausschlaggebend	dieser Punkt bestimmt die Entscheidung	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
следует особо подчеркнуть ещё один аспект	hervorzuheben ist noch ein weiterer Gesichtspunkt	einen zusätzlichen Punkt besonders betonen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
не разделять определённую точку зрения	eine Ansicht nicht teilen	mit einer Auffassung nicht einverstanden sein	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
привести что-либо в качестве контраргумента	etwas als Gegenargument anführen	einen Einwand zur Widerlegung nennen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
иметь большое значение	von großer Bedeutung sein	besonders wichtig sein	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
в обществе бытует мнение, что…	in der Öffentlichkeit herrscht die Meinung, dass	viele Menschen vertreten diese Auffassung	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
дать чёткое определение понятию	einen Begriff klar definieren	die genaue Bedeutung festlegen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
отождествлять себя с цитатой	sich mit einem Zitat identifizieren	einer fremden Aussage innerlich zustimmen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
подкрепить утверждение примерами	eine Aussage anhand von Beispielen untermauern	die Behauptung durch konkrete Fälle stützen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
внести предложения	Vorschläge unterbreiten	konkrete Ideen offiziell präsentieren	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
не представлять собой ничего из ряда вон выходящего	nichts Weltbewegendes sein	völlig alltäglich und unspektakulär wirken	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
явно выходить за привычные рамки	deutlich aus dem Rahmen fallen	außergewöhnlich stark vom Normalen abweichen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
вызвать полицию	die Polizei einschalten	die Sicherheitsbehörde hinzuziehen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
сделать самое очевидное	das Naheliegende tun	die logischste Maßnahme wählen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
происходить из добычи после ограбления	aus einem Raubzug stammen	durch eine kriminelle Beuteaktion erworben worden sein	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
установить владельца	einen Eigentümer ermitteln	die besitzende Person identifizieren	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
обратиться к общественности	an die Öffentlichkeit gehen	einen Fall allgemein bekannt machen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
в надежде, что…	in der Hoffnung, dass	mit der Erwartung eines positiven Ausgangs	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
заявить права на что-либо	Anspruch auf etwas erheben	offiziell erklären, dass einem etwas zusteht	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
отсеять желающих воспользоваться чужим успехом	Trittbrettfahrer aussortieren	unberechtigte Nutznießer erkennen und ausschließen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
законным путём получить деньги и золото	rechtmäßig an Geld und Gold kommen	die Wertsachen legal erwerben	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
сорить деньгами	Geld mit vollen Händen ausgeben	verschwenderisch große Summen verbrauchen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
быть на мели	pleite sein	ugs.: kein Geld mehr besitzen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
заговорить с кем-либо о чём-либо	jemanden auf etwas ansprechen	ein bestimmtes Thema direkt zur Sprache bringen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
быть досрочно освобождённым из тюрьмы за хорошее поведение	wegen guter Führung vorzeitig aus dem Gefängnis entlassen werden	als Belohnung für korrektes Verhalten früher freikommen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
дойти до чьих-либо ушей	jemandem zu Ohren kommen	eine Information zufällig erfahren	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
скрыться с деньгами	sich mit Geld aus dem Staub machen	ugs.: mit der Beute fliehen	form::redewendung func::produktion topic::besonderes_und_gewöhnliches level::c2 source::erkundungen::c2::k6 card::chunk
