выступать в качестве представителя чего-либо	stellvertretend für etwas stehen	einen größeren Zusammenhang repräsentieren	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
что-либо можно рассматривать как метафору чего-либо	etwas kann als Metapher für etwas gesehen werden	eine übertragene Deutung ist möglich	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
рассматривать проблему с чьей-либо точки зрения	eine Problematik aus der Sicht von jemandem behandeln	einen Konflikt aus dessen Blickwinkel darstellen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
достигать эффекта за счёт того, что…	einen Effekt dadurch erreichen, dass ...	diese Vorgehensweise erzeugt die Wirkung	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
получать единодушную похвалу или критику	einhellig gelobt oder kritisiert werden	ohne abweichende Stimmen bewertet werden	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
придерживаться разных мнений о чём-либо	über etwas geteilter Meinung sein	unterschiedlich urteilen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
рекомендовать что-либо лишь с оговорками	etwas nur bedingt empfehlen	nicht uneingeschränkt dazu raten	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
важное свидетельство чего-либо	ein wichtiges Zeugnis für etwas	ein bedeutsamer historischer oder kultureller Beleg	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
в положительном/отрицательном ключе следует отметить, что…	positiv oder negativ ist anzumerken, dass ...	eine formelle Bewertung einleiten	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
навязчиво бросаться кому-либо в глаза	sich jemandem aufdrängen	unfreiwillig starke Aufmerksamkeit verlangen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
сильно ошибиться в каком-либо вопросе	sich mit einer Frage ziemlich vertun	dabei deutlich falschliegen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
само по себе, взятое отдельно	für sich genommen	ohne weiteren Zusammenhang betrachtet	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
иметь какой-то замысел, делая что-либо	sich etwas dabei gedacht haben	nicht ohne Absicht handeln	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
быть обременённым противоречивыми чувствами	mit ambivalenten Gefühlen beladen sein	zugleich positive und negative Emotionen tragen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
обозначать какой-либо жизненный этап	einen Lebensabschnitt markieren	an eine bestimmte Phase erinnern	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
показывать свою принадлежность к группе, дающей смысл	sich einer sinnstiftenden Gruppe zugehörig zeigen	die eigene Mitgliedschaft sichtbar machen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
опираться на архаическую символику	sich auf archaische Symbolik stützen	uralte Zeichen als Grundlage nutzen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
использовать банальность, воспроизводить штамп	einen Gemeinplatz bedienen	eine abgegriffene Aussage wiederholen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
быть обязанным кому-либо чем-либо	jemandem etwas zu verdanken haben	durch dessen Verdienst erhalten haben	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
не бояться идти под иглу (делать татуировку)	den Gang zur Nadel nicht scheuen	sich trotz Schmerzen tätowieren lassen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
быть принятым в круг взрослых	im Kreis der Erwachsenen aufgenommen werden	nach einem Ritual als vollwertig gelten	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
начать своё победное распространение по Европе	den Erfolgszug nach Europa antreten	dort eine rasche Verbreitung beginnen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
сохраниться до наших дней	sich bis heute gehalten haben	noch immer bestehen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
быть вырванным из общественного контекста	aus dem gesellschaftlichen Kontext herausgelöst sein	den ursprünglichen sozialen Zusammenhang verlieren	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
всё больше превращаться в увлечение украшением тела	sich mehr und mehr zur Lust an Körperdekoration wandeln	seinen sozialen Zweck verlieren und zum Vergnügen werden	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
тем временем, между тем	in der Zwischenzeit	währenddessen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
серьёзно компрометировать кого-либо	jemanden schwer belasten	starke Beweise gegen eine Person liefern	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
быть арестованным несправедливо	zu Unrecht verhaftet werden	ohne rechtmäßigen Grund festgenommen werden	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
невыясненным образом	auf ungeklärte Weise	ohne bekannte Erklärung	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
разыскивать скрывающихся членов группы	nach untergetauchten Mitgliedern fahnden	verborgene Beteiligte polizeilich suchen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
попасться на удочку кому-либо	jemandem auf den Leim gehen	sich von einer Person täuschen lassen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
руководствоваться какой-либо мыслью	sich von einem Gedanken leiten lassen	eine Idee bestimmt das Handeln	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
нарушить молчание о щекотливой теме	das Schweigen über ein heikles Thema brechen	offen darüber zu sprechen beginnen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
всерьёз намереваться провести устойчивое самоочищение	es mit einem nachhaltigen Selbstreinigungsprozess ernst meinen	eine dauerhafte interne Reform wirklich wollen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
извлекать выгоду из чего-либо	von etwas profitieren	einen Nutzen daraus ziehen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
быть открытым по отношению к кому-либо/чему-либо	jemandem gegenüber aufgeschlossen sein	Neuem oder Fremdem positiv begegnen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
пострадать от мер экономии	von Sparmaßnahmen betroffen sein	die Folgen von Budgetkürzungen spüren	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
нуждаться в финансовой помощи	auf finanzielle Hilfe angewiesen sein	ohne Geld von außen nicht bestehen können	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
беспокоиться о чём-либо	um etwas besorgt sein	negative Entwicklungen befürchten	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
быть характерным признаком чего-либо	für etwas bezeichnend sein	eine typische Haltung erkennen lassen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
осознавать какую-либо трудность	sich einer Schwierigkeit bewusst sein	das bestehende Problem klar erkennen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
быть уверенным в чьей-либо верности	sich jemandes Loyalität sicher sein	fest auf dessen Treue vertrauen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
подозреваться в продажности	der Bestechlichkeit verdächtig sein	unter Korruptionsverdacht stehen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
приносить реальную пользу	nützliche Dienste leisten	praktisch sehr hilfreich sein	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
требовать умения слушать друг друга	ein Aufeinander-Hören erfordern	gegenseitige akustische Aufmerksamkeit verlangen	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
представлять собой огромную сложность	eine riesige Herausforderung darstellen	außerordentlich anspruchsvoll sein	form::redewendung func::produktion topic::kunst_und_kultur level::c2 source::erkundungen::c2::k7 card::chunk
