выделяться из серой массы	sich aus der grauen Masse hervorheben	deutlich positiv auffallen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
получить награду в торжественной обстановке	einen Preis in Empfang nehmen	eine Auszeichnung offiziell erhalten	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
всё вращается вокруг чего-либо; всё посвящено чему-либо	sich alles um etwas drehen	im Mittelpunkt stehen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
быть призванным сделать что-либо	zu etwas aufgerufen sein	öffentlich zu einer Handlung aufgefordert werden	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
с большой любовью к деталям	mit viel Liebe zum Detail	sehr sorgfältig gestaltet	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
иметь в составе известных участников или исполнителей	prominent besetzt sein	mit bekannten Personen ausgestattet	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
пойти на финансовый риск	ein finanzielles Risiko eingehen	einen möglichen Geldverlust akzeptieren	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
присудить кому-либо вознаграждение за находку	jemandem einen Finderlohn zusprechen	eine Belohnung gerichtlich gewähren	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
постепенно получать распространение или признание	sich langsam durchsetzen	allmählich akzeptiert werden	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
воспользоваться каким-либо средством	sich eines Mittels bedienen	etwas gezielt verwenden	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
оставаться привилегией власть имущих	ein Privileg der Mächtigen bleiben	nur der herrschenden Schicht offenstehen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
дать словам крылья; позволить словам преодолеть расстояние	den Worten Flügel verleihen	Sprache über Distanz übertragen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
Шансы на успех невелики.	Die Aussichten auf Erfolg sind gering.	die Erfolgschancen sind niedrig	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
несмотря на это; невзирая на это	dessen ungeachtet	trotz dieser Tatsache	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
если только не; разве что	es sei denn	eine Ausnahmebedingung nennen	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
лежать в основе произведения	einem Werk zugrunde liegen	die inhaltliche Grundlage bilden	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
не говоря уже о; тем более не	geschweige denn	eine noch weniger mögliche Steigerung	form::redewendung func::produktion topic::vergangenheit_und_gegenwart level::c2 source::erkundungen::c2::k2 card::chunk
